,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,0,high_bound,id_patch,inter,low_bound,proba_patch,proba_patch_norm
483,229.000000,1316.000000,5604.000000,,,,,,,,,,,,3114.000000,,,,6121.000000,0.656409,40508.000000,"[0.6557552309834821, 0.6564088160509307)",0.655755,18.521451,0.000654
688,568.000000,,,,,,,,,,1328.000000,103.000000,,,,,,,14385.000000,0.303167,20451.000000,"[0.302010473735632, 0.3031667986639027)",0.302010,32.768215,0.001156
1055,375.000000,3136.000000,,1050.000000,2995.000000,1037.000000,,,,,,,,,,,,,7791.000000,0.480455,10431.000000,"[0.4795889614647936, 0.48045522911421285)",0.479589,24.548502,0.000866
361,3465.000000,588.000000,75.000000,,,,,,,826.000000,,,,,,,,,11430.000000,0.777596,30516.000000,"[0.7770520093760921, 0.7775959009937348)",0.777052,15.412932,0.000544
562,2597.000000,1531.000000,3702.000000,1371.000000,,,,,,,,,,828.000000,,,,,6355.000000,0.918252,10347.000000,"[0.9179000208945551, 0.9182517435487297)",0.917900,9.967201,0.000352
60,5446.000000,3405.000000,2029.000000,,,,,,,205.000000,,,,208.000000,,,354.000000,,4737.000000,0.931228,10240.000000,"[0.9308985889828996, 0.9312284601119808)",0.930899,9.347968,0.000330
666,688.000000,,259.000000,,572.000000,,482.000000,,,,3254.000000,,,594.000000,,,,,10535.000000,0.260992,20332.000000,"[0.2597496509486559, 0.2609919790120551)",0.259750,35.205392,0.001242
98,5786.000000,1916.000000,1754.000000,,474.000000,,,,,,,,,,,,,287.000000,6167.000000,0.953595,10395.000000,"[0.9532969613685999, 0.9535951505628902)",0.953297,8.450157,0.000298
716,170.000000,,,,690.000000,,,,,,,,,2535.000000,,,,,12989.000000,0.381440,20607.000000,"[0.3804203864189828, 0.3814396102593287)",0.380420,28.883011,0.001019
671,1833.000000,525.000000,,,,487.000000,,,,,596.000000,269.000000,,1073.000000,549.000000,,,,11052.000000,0.411167,20351.000000,"[0.41020643845096194, 0.41116676825123233)",0.410206,27.214057,0.000960
973,255.000000,355.000000,7366.000000,826.000000,,,,,,,,,,66.000000,,147.000000,,,7369.000000,0.951196,40496.000000,"[0.9508946328893997, 0.9511962317099818)",0.950895,8.546780,0.000302
203,197.000000,,,,,,,3526.000000,,,369.000000,34.000000,,1193.000000,,41.000000,,,11024.000000,0.569373,20373.000000,"[0.5686135892202505, 0.5693728841067712)",0.568614,21.517082,0.000759
129,291.000000,,1428.000000,,,,1276.000000,,950.000000,,748.000000,2310.000000,,,,2595.000000,,99.000000,6687.000000,0.139597,20018.000000,"[0.13804915798529227, 0.13959714320890526)",0.138049,43.867179,0.001548
662,937.000000,,,,,,,,,,,,,,,2389.000000,,,13058.000000,0.207529,20313.000000,"[0.20617202428977288, 0.20752917632780002)",0.206172,38.459302,0.001357
1275,4659.000000,715.000000,497.000000,83.000000,,,,,,925.000000,,,,,,,,754.000000,8751.000000,0.514180,30330.000000,"[0.513357427437516, 0.5141804619819588)",0.513357,23.323351,0.000823
1154,673.000000,,,678.000000,124.000000,,1047.000000,5418.000000,,,638.000000,373.000000,,1200.000000,,,,,6233.000000,0.485628,20394.000000,"[0.4847684019677936, 0.4856275039292901)",0.484768,24.345439,0.000859
1438,3909.000000,1403.000000,25.000000,,936.000000,,,,,1819.000000,,,,439.000000,,,,,7853.000000,0.519899,40383.000000,"[0.5190851296888729, 0.5198991519176633)",0.519085,23.067958,0.000814
1081,970.000000,,,335.000000,,161.000000,784.000000,2091.000000,,,789.000000,150.000000,165.000000,480.000000,,,,,10459.000000,0.347739,20058.000000,"[0.34665467242127074, 0.34773909386651514)",0.346655,30.730596,0.001084
1108,28.000000,,53.000000,,,,101.000000,6514.000000,,,917.000000,24.000000,304.000000,,,,,,8443.000000,0.448483,20192.000000,"[0.44757198729511394, 0.44848295917599784)",0.447572,25.815341,0.000911
428,167.000000,,8573.000000,,,,1499.000000,,,,,317.000000,,,2155.000000,,,,3673.000000,0.631816,40173.000000,"[0.631138980038051, 0.6318161997367614)",0.631139,19.191215,0.000677
1303,2211.000000,,,,,,,,,,,,,,,,246.000000,130.000000,13797.000000,0.695058,30496.000000,"[0.6944446975566573, 0.6950583550294522)",0.694445,17.389973,0.000614
521,6350.000000,840.000000,1047.000000,114.000000,,,,,,,,,,,,54.000000,926.000000,,7053.000000,0.821937,10131.000000,"[0.8214594663713306, 0.8219373584942887)",0.821459,13.542622,0.000478
1298,4315.000000,4408.000000,,964.000000,1060.000000,,,327.000000,,,,,,518.000000,,,,,4792.000000,0.911148,30461.000000,"[0.9107860728385825, 0.9111475513796088)",0.910786,10.243666,0.000361
320,3171.000000,1224.000000,1367.000000,907.000000,1095.000000,,599.000000,,,,,,,,931.000000,,,,7090.000000,0.731549,30335.000000,"[0.7309710534904175, 0.7315491721147586)",0.730971,16.382865,0.000578
1143,174.000000,,,,,,,8606.000000,,,,,,422.000000,,3139.000000,,,4043.000000,0.447572,20340.000000,"[0.4466608162737643, 0.44757198729511394)",0.446661,25.820984,0.000911
619,272.000000,,,,,,,96.000000,,,,,,,,7750.000000,,118.000000,8148.000000,0.073179,20115.000000,"[0.07137076847295125, 0.07317919374755094)",0.071371,51.247591,0.001808
702,2195.000000,,,,,,,,,,,,,734.000000,,,,,13455.000000,0.919653,20509.000000,"[0.9193031228889738, 0.9196525192639983)",0.919303,9.901279,0.000349
434,3566.000000,2668.000000,765.000000,,959.000000,,,,,800.000000,,,,,64.000000,,123.000000,,7439.000000,0.783511,40207.000000,"[0.7829774464209385, 0.783511324123828)",0.782977,15.129155,0.000534
1430,475.000000,768.000000,2004.000000,,,,,,,,,124.000000,,,,,,,13013.000000,0.971643,40347.000000,"[0.9713806603025441, 0.9716426381784666)",0.971381,7.423992,0.000262
1202,376.000000,,,,396.000000,,,4998.000000,,,977.000000,,,,,46.000000,,,9591.000000,0.596806,20640.000000,"[0.596083485711936, 0.59680618929869)",0.596083,20.480148,0.000723
1390,5005.000000,,2683.000000,162.000000,,,,,,852.000000,,,,474.000000,311.000000,,724.000000,,6173.000000,0.627057,40188.000000,"[0.6263730971004431, 0.6270566057152345)",0.626373,19.369432,0.000684
731,3829.000000,3307.000000,3134.000000,742.000000,199.000000,,,,,,,67.000000,,,,75.000000,1540.000000,,3491.000000,0.669372,30012.000000,"[0.6687291787213829, 0.6693724082097446)",0.668729,18.227992,0.000643
298,4873.000000,410.000000,,619.000000,,,,,,244.000000,,21.000000,,,454.000000,,,,9763.000000,0.890199,30208.000000,"[0.8898120501657574, 0.890199239309477)",0.889812,10.972259,0.000387
364,2338.000000,396.000000,2450.000000,,306.000000,,,110.000000,,,,,,870.000000,836.000000,,,,9078.000000,0.818086,30537.000000,"[0.8176007934505606, 0.8180864918123057)",0.817601,13.763837,0.000486
794,1076.000000,1903.000000,500.000000,,,,,402.000000,,,,,,1041.000000,,,,230.000000,11232.000000,0.726327,30271.000000,"[0.7257450190307392, 0.7263271227045583)",0.725745,16.495794,0.000582
396,3586.000000,583.000000,1390.000000,,,,,,,,,,,,,,,1518.000000,9307.000000,0.407307,30696.000000,"[0.4063362911772524, 0.4073068136347429)",0.406336,27.502899,0.000971
137,337.000000,66.000000,,,,307.000000,,153.000000,,,62.000000,,,861.000000,,45.000000,,91.000000,14462.000000,0.247124,20038.000000,"[0.24584781465976832, 0.24712447669714213)",0.245848,36.178357,0.001277
1195,392.000000,93.000000,,,,,,1364.000000,,,,135.000000,,1096.000000,,,,,13304.000000,0.582890,20600.000000,"[0.5821479393957815, 0.5828901576233285)",0.582148,21.033159,0.000742
1474,262.000000,1402.000000,8238.000000,,,,,,,,,,,,2196.000000,28.000000,,,4258.000000,0.821459,40555.000000,"[0.820980155990085, 0.8214594663713306)",0.820980,13.582813,0.000479
921,5175.000000,431.000000,,,,,,,,,,,,1968.000000,,,1424.000000,,7386.000000,0.487341,40214.000000,"[0.4864865351821065, 0.487341188785296)",0.486487,24.219380,0.000855
1470,7317.000000,,,,,141.000000,,,,432.000000,,,,359.000000,,,,,8135.000000,0.938367,40537.000000,"[0.9380468940184482, 0.9383673435474347)",0.938047,9.080976,0.000320
255,2259.000000,,1600.000000,,,,,,,,4097.000000,,,2880.000000,,,,2318.000000,3230.000000,0.165200,20622.000000,"[0.16372618227472902, 0.1651997993600995)",0.163726,41.759716,0.001474
1393,743.000000,1333.000000,3232.000000,,472.000000,72.000000,,,,,,,50.000000,883.000000,,,235.000000,,9364.000000,0.776508,40197.000000,"[0.7759634551419968, 0.7765078354527604)",0.775963,15.426781,0.000544
1307,1843.000000,411.000000,1116.000000,893.000000,,,,,,,,77.000000,,,1382.000000,,124.000000,,10538.000000,0.606830,30504.000000,"[0.606119597293632, 0.6068302127403913)",0.606120,20.137592,0.000711
159,,,,130.000000,,,,1429.000000,,,,486.000000,,,,3242.000000,,,11097.000000,0.168145,20165.000000,"[0.16667318288652602, 0.16814542039097574)",0.166673,41.720621,0.001472
765,7697.000000,,94.000000,230.000000,,,,,,1490.000000,,,,,,,207.000000,,6666.000000,0.729813,30162.000000,"[0.729233460252151, 0.7298130437555859)",0.729233,16.424377,0.000580
1075,711.000000,1120.000000,319.000000,270.000000,,119.000000,2140.000000,175.000000,741.000000,,1257.000000,1093.000000,99.000000,229.000000,,24.000000,,,8087.000000,0.211588,20019.000000,"[0.21023559572777142, 0.21158781170961977)",0.210236,38.319423,0.001352
1317,7514.000000,2045.000000,472.000000,,,,,,,1298.000000,,,,,185.000000,,,,4870.000000,0.845044,30558.000000,"[0.844600347453776, 0.8450444494470252)",0.844600,12.585069,0.000444
196,6029.000000,274.000000,,,,,,,,,260.000000,323.000000,,334.000000,728.000000,866.000000,,,7570.000000,0.774327,20347.000000,"[0.7737803828354264, 0.774327280086074)",0.773780,15.498106,0.000547
123,,397.000000,,,,,,,,,,137.000000,,64.000000,347.000000,8154.000000,,620.000000,6665.000000,0.054605,20000.000000,"[0.05269538179247526, 0.05460453189575889)",0.052695,54.101956,0.001909
