,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,0,high_bound,id_patch,inter,low_bound,proba_patch,proba_patch_norm
981,847.000000,,,,,,,2954.000000,,,,,,,,,,,12583.000000,0.830466,40548.000000,"[0.8299958256371175, 0.8304656638902098)",0.829996,13.314390,0.000470
1208,2220.000000,,2085.000000,,,,,,,526.000000,,96.000000,,,1418.000000,,,2275.000000,7764.000000,0.127068,30010.000000,"[0.1254826525895641, 0.1270676137929159)",0.125483,44.915013,0.001585
513,3346.000000,1199.000000,2570.000000,58.000000,,,,,,,,104.000000,,1720.000000,,,,,7387.000000,0.907503,10094.000000,"[0.907135901057306, 0.9075027416237175)",0.907136,10.395616,0.000367
1247,1316.000000,1001.000000,7800.000000,1385.000000,,,,,,,,132.000000,124.000000,,1244.000000,,,,3382.000000,0.820019,30192.000000,"[0.8195377864438271, 0.8200192272205751)",0.819538,13.643185,0.000481
712,1458.000000,,,,,,,,,,,115.000000,36.000000,,,,,,14775.000000,0.920351,20580.000000,"[0.9200019042057727, 0.9203506817149647)",0.920002,9.883741,0.000349
182,232.000000,,,,,,,,,,,992.000000,,618.000000,,2123.000000,,,12419.000000,0.117513,20290.000000,"[0.1159084220191374, 0.11751300327308044)",0.115908,45.471010,0.001605
255,2259.000000,,1600.000000,,,,,,,,4097.000000,,,2880.000000,,,,2318.000000,3230.000000,0.165200,20622.000000,"[0.16372618227472902, 0.1651997993600995)",0.163726,41.759716,0.001474
284,3191.000000,1644.000000,1856.000000,475.000000,,,,,,,,,,,,,,753.000000,8465.000000,0.738467,30138.000000,"[0.7378912933937636, 0.7384666275225367)",0.737891,16.303957,0.000575
141,,765.000000,1085.000000,,,,742.000000,,,,1024.000000,303.000000,,,488.000000,,,2193.000000,9784.000000,0.035056,20054.000000,"[0.033017963695859576, 0.035056140431787036)",0.033018,57.758344,0.002038
375,9024.000000,,,90.000000,,,,22.000000,,,,,,,,,,,7248.000000,0.994191,30598.000000,"[0.9940827831699451, 0.9941912153247967)",0.994083,3.072777,0.000108
