,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,0,high_bound,id_patch,inter,low_bound,proba_patch,proba_patch_norm
624,857.000000,,,150.000000,,172.000000,,2274.000000,,,,,,1831.000000,,,,,11100.000000,0.535048,20061.000000,"[0.5342526453976199, 0.5350484219453887)",0.534253,22.426336,0.000796
620,410.000000,551.000000,1242.000000,42.000000,,,1955.000000,43.000000,,,152.000000,1510.000000,,1055.000000,,,,851.000000,8573.000000,0.199278,20039.000000,"[0.19782653184559748, 0.1992777502293385)",0.197827,40.897802,0.001451
1378,367.000000,1552.000000,3369.000000,,,,,,1545.000000,,,,,,,,,,9551.000000,0.659456,40081.000000,"[0.6587940732701513, 0.6594562759031789)",0.658794,18.661996,0.000662
1375,544.000000,2241.000000,5152.000000,,,560.000000,,,,,,1253.000000,157.000000,,,,,,6477.000000,0.657468,40068.000000,"[0.6568040136824859, 0.6574675323928258)",0.656804,18.699086,0.000664
204,,,,,,,,598.000000,,,,,,,,933.000000,,,14853.000000,0.232857,20506.000000,"[0.23149111273352938, 0.23285666293345536)",0.231491,38.483527,0.001366
746,2488.000000,,2317.000000,600.000000,74.000000,,,,,213.000000,,2427.000000,241.000000,,130.000000,,,,7894.000000,0.425177,30004.000000,"[0.42421647308577726, 0.42517739711470587)",0.424216,27.080473,0.000961
978,2551.000000,822.000000,1279.000000,126.000000,,59.000000,,,,,,7119.000000,556.000000,,,,,,3872.000000,0.207858,10000.000000,"[0.20643987891220597, 0.20785752148009085)",0.206440,39.951579,0.001418
269,640.000000,2554.000000,1806.000000,161.000000,962.000000,,,,,,,,,,,,,650.000000,9611.000000,0.630329,30251.000000,"[0.6296370045306322, 0.6303291990824554)",0.629637,19.507220,0.000692
141,1286.000000,,,,,,910.000000,1878.000000,,,209.000000,77.000000,,1195.000000,,1912.000000,,,8917.000000,0.365744,20143.000000,"[0.3646423417944608, 0.36574441191766166)",0.364642,31.058210,0.001102
585,3011.000000,3527.000000,2074.000000,2059.000000,617.000000,418.000000,,,,,,,,,,,,,4678.000000,0.851385,10436.000000,"[0.8509403402059542, 0.8513846771733623)",0.850940,12.522171,0.000444
818,4268.000000,625.000000,,1596.000000,,,,1630.000000,,,,,,778.000000,,,,,7487.000000,0.855353,30394.000000,"[0.8549137834968367, 0.8553525820443121)",0.854914,12.366089,0.000439
181,328.000000,484.000000,246.000000,178.000000,,124.000000,,640.000000,,,408.000000,,,185.000000,,,,,13791.000000,0.551565,20374.000000,"[0.5507855630916976, 0.5515647415228001)",0.550786,21.958573,0.000779
434,404.000000,,6037.000000,,,3765.000000,,,,,,,,,,,,422.000000,5756.000000,0.287564,40346.000000,"[0.2863188883424346, 0.2875640136560019)",0.286319,35.089749,0.001245
982,,3954.000000,,2216.000000,1309.000000,,,,482.000000,,,,1173.000000,,,,,,7250.000000,0.206440,10040.000000,"[0.2050211836439753, 0.20643987891220597)",0.205021,39.981245,0.001419
133,447.000000,,186.000000,,,,168.000000,1461.000000,,,741.000000,,,1104.000000,,,,,12277.000000,0.445908,20102.000000,"[0.44498004468912306, 0.4459077463592694)",0.444980,26.144211,0.000928
993,859.000000,5712.000000,143.000000,,,852.000000,,,1426.000000,,,1441.000000,354.000000,,,,,,5597.000000,0.360217,10086.000000,"[0.3591053177032102, 0.36021714870462657)",0.359105,31.333288,0.001112
249,2370.000000,1275.000000,2717.000000,259.000000,114.000000,,,,,532.000000,,,,90.000000,1186.000000,,,,7841.000000,0.720807,30123.000000,"[0.7202121725137856, 0.7208066059446379)",0.720212,16.752145,0.000594
5,1840.000000,2817.000000,,,,,,,1166.000000,,,,1617.000000,158.000000,,53.000000,,,8733.000000,0.073829,10019.000000,"[0.07196788459720206, 0.07382938719588823)",0.071968,52.460309,0.001862
261,8778.000000,190.000000,92.000000,526.000000,,,,,,160.000000,,,,906.000000,,,,,5732.000000,0.970148,30205.000000,"[0.9698843716141278, 0.9701476279092872)",0.969884,7.419010,0.000263
686,91.000000,,,,,,,73.000000,,,,230.000000,,,,2785.000000,,,13205.000000,0.107937,20388.000000,"[0.10619289477362434, 0.10793667177866971)",0.106193,49.142602,0.001744
592,3022.000000,1951.000000,5482.000000,,830.000000,,,,,703.000000,,,,195.000000,,,,,4201.000000,0.882927,10449.000000,"[0.8825293844743961, 0.8829267477721696)",0.882529,11.198374,0.000397
195,598.000000,,,,,,62.000000,,,,,251.000000,,238.000000,,292.000000,,,14943.000000,0.413506,20471.000000,"[0.4125189775976748, 0.41350553081668556)",0.412519,27.802748,0.000987
13,4325.000000,502.000000,3850.000000,188.000000,,,,,,,,,50.000000,,,,1185.000000,,6284.000000,0.757493,10039.000000,"[0.7569406436755092, 0.7574934247420426)",0.756941,15.578311,0.000553
1016,1359.000000,3353.000000,1439.000000,,894.000000,,,,1261.000000,,,98.000000,,335.000000,,,,,7645.000000,0.695010,10178.000000,"[0.694379211840241, 0.6950100656705647)",0.694379,17.778534,0.000631
1260,2627.000000,545.000000,641.000000,,,,719.000000,,,732.000000,,,,,,,264.000000,,10856.000000,0.521340,30209.000000,"[0.5205223800145902, 0.5213402458095966)",0.520522,23.048849,0.000818
668,251.000000,,,79.000000,,,,7101.000000,,,,327.000000,,624.000000,,,,,8002.000000,0.593547,20299.000000,"[0.5928229099956779, 0.5935471568044062)",0.592823,20.410507,0.000724
43,6166.000000,298.000000,1610.000000,,,,,,,591.000000,,,,1302.000000,,,,,6417.000000,0.879735,10185.000000,"[0.8793343370650583, 0.8797354960522719)",0.879334,11.305343,0.000401
248,3109.000000,935.000000,3299.000000,1054.000000,,609.000000,,,,,,,,,2221.000000,,,,5157.000000,0.628944,30122.000000,"[0.6282495512140744, 0.628943534313671)",0.628250,19.557624,0.000694
1399,4039.000000,2856.000000,1476.000000,641.000000,192.000000,105.000000,1521.000000,,,,,50.000000,,,,560.000000,,,4944.000000,0.765716,40201.000000,"[0.7651717571797463, 0.7657155883459023)",0.765172,15.326087,0.000544
1114,,,,,,,3745.000000,,,,6552.000000,,,,,,,,6087.000000,0.114819,20167.000000,"[0.11311116586241454, 0.11481884313386662)",0.113111,48.125250,0.001708
