,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,0,high_bound,id_patch,inter,low_bound,proba_patch,proba_patch_norm
469,216.000000,,,,,,,3966.000000,,,,,,85.000000,,,,,12117.000000,0.752139,40394.000000,"[0.75157645968994, 0.7521386712065861)",0.751576,15.932086,0.000562
678,910.000000,,,,,,,,,,,1934.000000,,731.000000,,1486.000000,,,11323.000000,0.193821,20399.000000,"[0.19243341242110365, 0.19382069557805323)",0.192433,39.313165,0.001387
1205,1527.000000,,1058.000000,119.000000,,,,,,,,2607.000000,1222.000000,200.000000,,,,,9651.000000,0.064062,30000.000000,"[0.06219853004217136, 0.06406151648422646)",0.062199,52.793759,0.001863
1009,6131.000000,,4386.000000,,,209.000000,,,,252.000000,,,,,,,386.000000,,5020.000000,0.911867,10196.000000,"[0.9115072715402746, 0.9118669078522017)",0.911507,10.191461,0.000360
515,1793.000000,4001.000000,,2104.000000,469.000000,,,,248.000000,,,,881.000000,178.000000,,424.000000,,,6286.000000,0.383473,10110.000000,"[0.3824569188237641, 0.3834726565057977)",0.382457,28.784219,0.001016
314,1448.000000,,2109.000000,,,,725.000000,,,207.000000,,,,,550.000000,,,906.000000,10439.000000,0.299693,30318.000000,"[0.29852255487931095, 0.29969268319431774)",0.298523,33.159378,0.001170
961,1129.000000,5124.000000,1652.000000,,242.000000,1315.000000,1258.000000,,,,,,,,,,,,5664.000000,0.593905,40420.000000,"[0.5931768860679572, 0.5939050299693049)",0.593177,20.634317,0.000728
150,1073.000000,,,53.000000,,,919.000000,,,,1080.000000,587.000000,,860.000000,,,,,11812.000000,0.291442,20100.000000,"[0.2902515513495716, 0.2914421018515964)",0.290252,33.738107,0.001191
1091,938.000000,155.000000,1439.000000,211.000000,,,2659.000000,1001.000000,1053.000000,,3991.000000,,,236.000000,,,,143.000000,4558.000000,0.242003,20118.000000,"[0.24071585549420552, 0.2420027224609518)",0.240716,36.467546,0.001287
773,3526.000000,675.000000,1714.000000,1478.000000,309.000000,,,,,1482.000000,,,,,809.000000,,,,6391.000000,0.558655,30187.000000,"[0.5578823327280323, 0.5586548005236694)",0.557882,21.890379,0.000772
1096,,,,,,,,,,,171.000000,616.000000,71.000000,,,1287.000000,,,14239.000000,0.048851,20130.000000,"[0.04691720568805874, 0.04885130005456945)",0.046917,54.808833,0.001934
