,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,0,high_bound,id_patch,inter,low_bound,proba_patch,proba_patch_norm
1111,853.000000,254.000000,,,,,,4358.000000,,,,,,464.000000,,628.000000,,41.000000,9786.000000,0.627738,20201.000000,"[0.6270566057152345, 0.6277379710153863)",0.627057,19.308694,0.000681
1045,1772.000000,1573.000000,515.000000,276.000000,520.000000,,,,808.000000,,,,,34.000000,,,,,10886.000000,0.730971,10370.000000,"[0.7303923583635601, 0.7309710534904175)",0.730392,16.399202,0.000579
1327,4577.000000,102.000000,,458.000000,,,,,,,,,,159.000000,,,,678.000000,10410.000000,0.677653,30627.000000,"[0.6770227411688898, 0.6776528892170763)",0.677023,17.857287,0.000630
284,3191.000000,1644.000000,1856.000000,475.000000,,,,,,,,,,,,,,753.000000,8465.000000,0.738467,30138.000000,"[0.7378912933937636, 0.7384666275225367)",0.737891,16.303957,0.000575
477,7640.000000,,1320.000000,127.000000,,109.000000,,,,,,,,,,,,,7188.000000,0.991587,40479.000000,"[0.9914305402495173, 0.9915873329027769)",0.991431,4.443228,0.000157
1096,,,,,,,,,,,171.000000,616.000000,71.000000,,,1287.000000,,,14239.000000,0.048851,20130.000000,"[0.04691720568805874, 0.04885130005456945)",0.046917,54.808833,0.001934
856,3168.000000,509.000000,1931.000000,,1304.000000,,,,,,,,,687.000000,633.000000,,,139.000000,8013.000000,0.784045,30597.000000,"[0.783511324123828, 0.7840451359331052)",0.783511,15.127288,0.000534
888,89.000000,958.000000,7686.000000,,,,,,1597.000000,,,,48.000000,87.000000,380.000000,756.000000,,,4783.000000,0.649836,40049.000000,"[0.6491760050461617, 0.6498361297402863)",0.649176,18.706773,0.000660
1088,477.000000,,,,,,,,,,76.000000,645.000000,315.000000,254.000000,,21.000000,,730.000000,13866.000000,0.015400,20094.000000,"[0.012854529712253489, 0.015399620913572696)",0.012855,72.123408,0.002545
1101,1029.000000,,,241.000000,,,,,,,564.000000,814.000000,71.000000,1923.000000,,,,,11742.000000,0.329070,20155.000000,"[0.32796142219340346, 0.329070075620295)",0.327961,31.417288,0.001109
533,5932.000000,95.000000,2136.000000,2802.000000,1028.000000,,,,,,,,,,,77.000000,435.000000,,3879.000000,0.814674,10174.000000,"[0.8141843308041888, 0.8146739610972431)",0.814184,13.875261,0.000490
1154,673.000000,,,678.000000,124.000000,,1047.000000,5418.000000,,,638.000000,373.000000,,1200.000000,,,,,6233.000000,0.485628,20394.000000,"[0.4847684019677936, 0.4856275039292901)",0.484768,24.345439,0.000859
337,1965.000000,1378.000000,1828.000000,,338.000000,,,,,,,,,,1599.000000,,,,9276.000000,0.769939,30399.000000,"[0.7693883379368535, 0.7699394714177152)",0.769388,15.618153,0.000551
53,1059.000000,4249.000000,2842.000000,,1086.000000,330.000000,,,1141.000000,,,,,,,,,,5677.000000,0.739042,10212.000000,"[0.7384666275225367, 0.7390416523096491)",0.738467,16.295191,0.000575
1020,2913.000000,,1492.000000,,1449.000000,1152.000000,,,,,,,,164.000000,,,286.000000,,8928.000000,0.500032,10237.000000,"[0.4991911336019554, 0.5000318139504132)",0.499191,23.823402,0.000841
732,4070.000000,143.000000,336.000000,174.000000,1330.000000,,391.000000,,,,,,,,4493.000000,,,1195.000000,4252.000000,0.270861,30013.000000,"[0.26963508582200607, 0.2708614293312462)",0.269635,34.752418,0.001226
1105,4463.000000,,,302.000000,,,,278.000000,,,1963.000000,1200.000000,,338.000000,,21.000000,,,7819.000000,0.575420,20172.000000,"[0.5746680360988619, 0.5754199475550389)",0.574668,21.307848,0.000752
619,272.000000,,,,,,,96.000000,,,,,,,,7750.000000,,118.000000,8148.000000,0.073179,20115.000000,"[0.07137076847295125, 0.07317919374755094)",0.071371,51.247591,0.001808
383,2630.000000,2820.000000,5706.000000,,821.000000,,107.000000,,,,,,,,267.000000,,,,4033.000000,0.958919,30633.000000,"[0.9586264479142058, 0.958919099267506)",0.958626,8.293225,0.000293
68,1938.000000,3548.000000,505.000000,1298.000000,602.000000,,,,,359.000000,,,,,,,1774.000000,,6360.000000,0.393510,10269.000000,"[0.3925135587426316, 0.3935096865257256)",0.392514,28.228509,0.000996
173,670.000000,,,915.000000,,,,3656.000000,,88.000000,228.000000,367.000000,,,,,,815.000000,9645.000000,0.332390,20252.000000,"[0.3312839993253743, 0.33238998680165877)",0.331284,31.341740,0.001106
96,8693.000000,,2162.000000,,,,,,,,,,,,,,517.000000,,5012.000000,0.967366,10390.000000,"[0.9670930229251868, 0.9673656274460364)",0.967093,7.725133,0.000273
651,1755.000000,152.000000,,75.000000,,,,,,254.000000,,54.000000,,2787.000000,,,,,11307.000000,0.523947,20254.000000,"[0.5231401154328812, 0.5239474695929333)",0.523140,22.878997,0.000807
195,1440.000000,,,442.000000,,,,203.000000,,,308.000000,421.000000,1341.000000,,,,,,12229.000000,0.017773,20342.000000,"[0.015399620913572696, 0.017773283494075292)",0.015400,67.265423,0.002374
632,,,,,,,3745.000000,,,,6552.000000,,,,,,,,6087.000000,0.111033,20167.000000,"[0.10939189940876183, 0.11103294035328894)",0.109392,46.504214,0.001641
794,1076.000000,1903.000000,500.000000,,,,,402.000000,,,,,,1041.000000,,,,230.000000,11232.000000,0.726327,30271.000000,"[0.7257450190307392, 0.7263271227045583)",0.725745,16.495794,0.000582
770,1536.000000,4614.000000,353.000000,925.000000,1156.000000,,,,,,,,,2101.000000,391.000000,,,,5308.000000,0.747047,30175.000000,"[0.7464787710902332, 0.7470471250554931)",0.746479,16.106152,0.000568
232,1951.000000,,,301.000000,,,,,,,,,,864.000000,,177.000000,,,13091.000000,0.789340,20520.000000,"[0.7888143801741091, 0.7893397008412888)",0.788814,14.886664,0.000525
229,112.000000,,,,,,,,,,2241.000000,,,1350.000000,,322.000000,,,12359.000000,0.192433,20515.000000,"[0.1910451088329907, 0.19243341242110365)",0.191045,39.342082,0.001388
1086,,,,,,,,505.000000,,,,2697.000000,,411.000000,,,,,12771.000000,0.151834,20080.000000,"[0.1503246861822351, 0.15183426554528356)",0.150325,42.778824,0.001510
