,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,0,high_bound,id_patch,inter,low_bound,proba_patch,proba_patch_norm
634,,,,196.000000,,,,,,,160.000000,,1416.000000,919.000000,,,,207.000000,13486.000000,0.004343,20260.000000,"[0.0, 0.00434254402503661)",0.000000,121.217262,0.004343
0,676.000000,102.000000,712.000000,659.000000,,490.000000,163.000000,,,290.000000,,3674.000000,282.000000,476.000000,,,51.000000,,8809.000000,0.106892,10005.000000,"[0.10510938594148247, 0.10689152679499013)",0.105109,49.746470,0.001782
483,2430.000000,,258.000000,,,,,,,,,737.000000,440.000000,25.000000,,,,,12494.000000,0.285988,10034.000000,"[0.28469591714406, 0.28598815960679624)",0.284696,36.071504,0.001292
651,,,,,,190.000000,,41.000000,,,,238.000000,,359.000000,,140.000000,,410.000000,15006.000000,0.028188,20366.000000,"[0.02581148510703225, 0.028187973485455084)",0.025811,66.337016,0.002376
603,1032.000000,,,,,,,403.000000,,,,,,1878.000000,,,,162.000000,12909.000000,0.471633,20082.000000,"[0.470724566690115, 0.471633273549324)",0.470725,25.365536,0.000909
169,,,,,,,,,,,,4070.000000,,152.000000,,,,,12162.000000,0.061922,20396.000000,"[0.05989832599022746, 0.061921677930386755)",0.059898,56.479607,0.002023
18,2605.000000,3030.000000,2696.000000,,,,,,,157.000000,,149.000000,358.000000,,,,,,7389.000000,0.772023,10097.000000,"[0.77148055846238, 0.7720231304278087)",0.771481,15.145290,0.000543
277,2396.000000,704.000000,1444.000000,340.000000,,,,,,,,,,,1393.000000,,,,10107.000000,0.744228,30383.000000,"[0.7436548254953023, 0.7442275862136344)",0.743655,15.987975,0.000573
379,6296.000000,,,,,,,,,1443.000000,,,,,,,716.000000,,7929.000000,0.595005,40102.000000,"[0.594259498051965, 0.5950047118726937)",0.594259,20.801811,0.000745
327,1699.000000,1852.000000,3664.000000,299.000000,1329.000000,,,,,,,,,606.000000,,,,,6935.000000,0.887979,30609.000000,"[0.887582491928132, 0.8879794774791159)",0.887582,11.081408,0.000397
26,,7519.000000,108.000000,,584.000000,,,,2727.000000,,,42.000000,224.000000,,,,,,5180.000000,0.451322,10164.000000,"[0.45038684667862483, 0.4513224136920477)",0.450387,26.115307,0.000936
875,130.000000,943.000000,6489.000000,,,,,,,,,347.000000,142.000000,,553.000000,,,,7780.000000,0.799969,40169.000000,"[0.799457093439068, 0.7999692801592931)",0.799457,14.297120,0.000512
162,698.000000,,304.000000,,,,1617.000000,40.000000,230.000000,,2031.000000,352.000000,,141.000000,,,,350.000000,10621.000000,0.151287,20355.000000,"[0.149639639363959, 0.1512873538477124)",0.149640,45.994108,0.001648
1107,1383.000000,,,38.000000,1028.000000,,1774.000000,109.000000,,,,,,316.000000,,45.000000,,,11691.000000,0.402189,20104.000000,"[0.40115261419587267, 0.40218890581775324)",0.401153,28.926922,0.001036
600,395.000000,,,,,,857.000000,,,,1273.000000,5907.000000,,,,187.000000,,650.000000,7115.000000,0.055838,20057.000000,"[0.053805478127491854, 0.055837899287479925)",0.053805,56.732765,0.002032
228,396.000000,816.000000,353.000000,1480.000000,829.000000,,,,,,,,,,1209.000000,,,,11301.000000,0.459707,30090.000000,"[0.4587783735267738, 0.4597073707082648)",0.458778,25.931918,0.000929
629,600.000000,,,104.000000,,,,355.000000,,,369.000000,,112.000000,,,,,228.000000,14616.000000,0.177075,20211.000000,"[0.17550471328656428, 0.1770750825150507)",0.175505,43.835101,0.001570
454,5566.000000,1706.000000,823.000000,629.000000,645.000000,,,,,,,,,549.000000,,,,,6466.000000,0.949322,40457.000000,"[0.9490194196393044, 0.9493220168842678)",0.949019,8.446664,0.000303
534,2945.000000,2803.000000,5558.000000,565.000000,,124.000000,,,,,,,,,,,,718.000000,3671.000000,0.847768,10272.000000,"[0.847312431463246, 0.8477679099599084)",0.847312,12.714173,0.000455
1031,2472.000000,5464.000000,2010.000000,254.000000,827.000000,,,,745.000000,,,,,,,,,,4612.000000,0.875067,10310.000000,"[0.8746549088661205, 0.8750670947384921)",0.874655,11.505708,0.000412
219,3970.000000,1032.000000,3240.000000,,,,,,,1287.000000,,,,,,,898.000000,,5957.000000,0.648450,30051.000000,"[0.6477531025066816, 0.6484500123716477)",0.647753,19.453460,0.000697
285,709.000000,,,,,,,,,,,,,,,,,416.000000,15259.000000,0.214899,30413.000000,"[0.21342668750282792, 0.2148991079345695)",0.213427,41.100970,0.001472
454,5566.000000,1706.000000,823.000000,629.000000,645.000000,,,,,,,,,549.000000,,,,,6466.000000,0.949322,40457.000000,"[0.9490194196393044, 0.9493220168842678)",0.949019,8.446664,0.000303
126,134.000000,,,,,113.000000,,227.000000,,,,,,,,,,686.000000,15224.000000,0.013307,20152.000000,"[0.010615333381410602, 0.013307386534224593)",0.010615,75.145654,0.002692
1194,2941.000000,,,,,2620.000000,3574.000000,,,,,893.000000,,922.000000,,,,,5434.000000,0.181736,20560.000000,"[0.1801878171257501, 0.18173551434704857)",0.180188,43.202238,0.001548
959,201.000000,3341.000000,,1063.000000,148.000000,,,,2945.000000,,,,542.000000,,,,,,8144.000000,0.187896,10017.000000,"[0.1863665209575633, 0.1878962168659584)",0.186367,42.699751,0.001530
695,,2215.000000,,,,,,692.000000,,,2824.000000,1322.000000,,,,,,,9331.000000,0.293699,20610.000000,"[0.2924207156939383, 0.29369875339273877)",0.292421,35.674994,0.001278
501,935.000000,5718.000000,594.000000,,3682.000000,,,,1715.000000,,,,,,,,,,3740.000000,0.600211,10113.000000,"[0.5994677418320421, 0.600210582279387)",0.599468,20.735561,0.000743
147,57.000000,,,,,,,,,,,963.000000,,,,5105.000000,,,10259.000000,0.122758,20268.000000,"[0.12102228091830575, 0.12275767060113804)",0.121022,48.441463,0.001735
1146,279.000000,268.000000,121.000000,264.000000,,,2517.000000,,,,249.000000,1352.000000,,187.000000,,292.000000,,508.000000,10347.000000,0.115757,20305.000000,"[0.11398991599779082, 0.11575694944876103)",0.113990,49.324763,0.001767
1226,330.000000,731.000000,2288.000000,,1326.000000,,,,,768.000000,,,,,990.000000,,,1193.000000,8758.000000,0.261103,30036.000000,"[0.25975944830872216, 0.2611030321729925)",0.259759,37.504642,0.001344
1203,2137.000000,,,119.000000,,,,,,,624.000000,,,,,,,,13504.000000,0.805575,20583.000000,"[0.8050676138764242, 0.8055754320392575)",0.805068,14.175176,0.000508
121,122.000000,,,,,,,,,,92.000000,317.000000,,120.000000,,5702.000000,,,10031.000000,0.139700,20120.000000,"[0.13802737039329216, 0.13969974139179903)",0.138027,46.682367,0.001672
595,821.000000,826.000000,,,,386.000000,385.000000,1123.000000,,,1473.000000,1160.000000,,,229.000000,,,2614.000000,7367.000000,0.051771,20040.000000,"[0.04972969862733244, 0.05177133747131872)",0.049730,56.990066,0.002042
628,,,,,,,,,,,1085.000000,,,437.000000,,,,294.000000,14568.000000,0.067941,20209.000000,"[0.06594598340942208, 0.06794092596244228)",0.065946,55.686591,0.001995
